uid,title,types,sourceTypes,source,names,links,citations,identifiers,keywords
BCI:BCI202200037517,"Air Pollution:Concepts, Theory, and Applications",['Book'],['Book'],"{'publishYear': 2019, 'pages': {}}","{'authors': [{'displayName': 'Seigneur, C'}], 'books': [{'displayName': 'Seigneur, C'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=BCI:BCI202200037517&DestLinkType=FullRecord&DestApp=BCI'},"[{'db': 'WOK', 'count': 0}]","{'doi': '10.1017/9781108674614', 'isbn': '978-1-108-48163-2(P)'}",{'authorKeywords': []}
BCI:BCI202200040568,Behavior of Radionuclides in the Environment I:Function of Particles in Aquatic System,['Book'],['Book'],"{'publishYear': 2020, 'pages': {}}","{'bookEditors': [{'displayName': 'Kato, K'}, {'displayName': 'Konoplev, A'}, {'displayName': 'Kalmykov, SN'}], 'editors': [{'displayName': 'Kato, K'}, {'displayName': 'Konoplev, A'}, {'displayName': 'Kalmykov, SN'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=BCI:BCI202200040568&DestLinkType=FullRecord&DestApp=BCI'},"[{'db': 'WOK', 'count': 0}]",{'isbn': '978-981-15-0678-9(H)'},{'authorKeywords': []}
BCI:BCI202200065416,Neotoma Paleoecology Database:A Research-Outreach Nexus,['Book'],['Book'],"{'publishYear': 2018, 'pages': {}}","{'bookEditors': [{'displayName': 'Goring, SJ'}, {'displayName': 'Graham, R'}, {'displayName': 'Loeffler, S'}, {'displayName': 'Myrbo, A'}, {'displayName': 'Oliver, JS'}, {'displayName': 'Ormand, CJ'}, {'displayName': 'Williams, JW'}], 'editors': [{'displayName': 'Goring, SJ'}, {'displayName': 'Graham, R'}, {'displayName': 'Loeffler, S'}, {'displayName': 'Myrbo, A'}, {'displayName': 'Oliver, JS'}, {'displayName': 'Ormand, CJ'}, {'displayName': 'Williams, JW'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=BCI:BCI202200065416&DestLinkType=FullRecord&DestApp=BCI'},"[{'db': 'WOK', 'count': 0}]",{'isbn': '978-1-108-71788-5(P)'},{'authorKeywords': []}
BCI:BCI202200063168,Life in Extreme Environments:Insights in Biological Capability,['Book'],['Book'],"{'publishYear': 2021, 'pages': {}}","{'bookEditors': [{'displayName': 'DiPrisco, G'}, {'displayName': 'Edwards, HGM'}, {'displayName': 'Elster, J'}, {'displayName': 'Huiskes, ADHL'}], 'editors': [{'displayName': 'DiPrisco, G'}, {'displayName': 'Edwards, HGM'}, {'displayName': 'Elster, J'}, {'displayName': 'Huiskes, ADHL'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=BCI:BCI202200063168&DestLinkType=FullRecord&DestApp=BCI'},"[{'db': 'WOK', 'count': 0}]",{'isbn': '978-1-108-49856-2(H)'},{'authorKeywords': []}
BCI:BCI202200073035,State of the Apes:Infrastructure Development and Ape Conservation,['Book'],['Book'],"{'publishYear': 2018, 'pages': {}}","{'bookEditors': [{'displayName': 'Rainer, H'}, {'displayName': 'White, A'}, {'displayName': 'Lanjouw, A'}], 'editors': [{'displayName': 'Rainer, H'}, {'displayName': 'White, A'}, {'displayName': 'Lanjouw, A'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=BCI:BCI202200073035&DestLinkType=FullRecord&DestApp=BCI'},"[{'db': 'WOK', 'count': 0}]",{'isbn': '978-1-108-42321-2(P)'},{'authorKeywords': []}
BCI:BCI202200037321,Advances in Plant Breeding Strategies:Nut and Beverage Crops,['Book'],['Book'],"{'publishYear': 2019, 'pages': {}}","{'bookEditors': [{'displayName': 'AlKhayri, JM'}, {'displayName': 'Jain, SM'}, {'displayName': 'Johnson, DV'}], 'editors': [{'displayName': 'AlKhayri, JM'}, {'displayName': 'Jain, SM'}, {'displayName': 'Johnson, DV'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=BCI:BCI202200037321&DestLinkType=FullRecord&DestApp=BCI'},"[{'db': 'WOK', 'count': 0}]",{'isbn': '978-3-030-23111-8(H)'},{'authorKeywords': []}
BCI:BCI202200044278,Chocolate Crisis:Climate Change and Other Threats to the Future of Cacao,['Book'],['Book'],"{'publishYear': 2021, 'pages': {}}","{'authors': [{'displayName': 'Walters, D'}], 'books': [{'displayName': 'Walters, D'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=BCI:BCI202200044278&DestLinkType=FullRecord&DestApp=BCI'},"[{'db': 'WOK', 'count': 0}]",{'isbn': '978-1-6834-0167-4(H)'},{'authorKeywords': []}
BCI:BCI202200052390,International Marine Mammal Law,['Book'],['Book'],"{'publishYear': 2020, 'pages': {}}","{'authors': [{'displayName': 'Sellheim, N'}], 'books': [{'displayName': 'Sellheim, N'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=BCI:BCI202200052390&DestLinkType=FullRecord&DestApp=BCI'},"[{'db': 'WOK', 'count': 0}]",{'isbn': '978-3-030-35267-7(H)'},{'authorKeywords': []}
BCI:BCI202200040969,Biological Extinction: New Perspectives,['Book'],['Book'],"{'publishYear': 2019, 'pages': {}}","{'bookEditors': [{'displayName': 'Dasgupta, P'}, {'displayName': 'Raven, PH'}, {'displayName': 'Mcivor, AL'}], 'editors': [{'displayName': 'Dasgupta, P'}, {'displayName': 'Raven, PH'}, {'displayName': 'Mcivor, AL'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=BCI:BCI202200040969&DestLinkType=FullRecord&DestApp=BCI'},"[{'db': 'WOK', 'count': 0}]",{'isbn': '978-1-108-48228-8(P)'},{'authorKeywords': []}
BCI:BCI202200063147,LGM Distribution of Dominant Tree Genera in Northern China's Forest-Steppe Ecotone and Their Postglacial Migration,['Book'],['Book'],"{'publishYear': 2018, 'pages': {}}","{'authors': [{'displayName': 'Hao, Q'}], 'books': [{'displayName': 'Hao, Q'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=BCI:BCI202200063147&DestLinkType=FullRecord&DestApp=BCI'},"[{'db': 'WOK', 'count': 0}]",{'isbn': '978-981-13-2882-4(H)'},{'authorKeywords': []}
BCI:BCI202200032907,Interaction of Food Industry and Environment,['Book'],['Book'],"{'publishYear': 2021, 'pages': {}}","{'bookEditors': [{'displayName': 'Galanakis, C'}], 'editors': [{'displayName': 'Galanakis, C'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=BCI:BCI202200032907&DestLinkType=FullRecord&DestApp=BCI'},"[{'db': 'WOK', 'count': 0}]",{'isbn': '978-0-12-816449-5(H)'},{'authorKeywords': []}
BCI:BCI202200025728,"Sustainability of the Food System:Sovereignty, Waste, and Nutrients Bioavailability",['Book'],['Book'],"{'publishYear': 2020, 'pages': {}}","{'bookEditors': [{'displayName': 'Betoret, N'}, {'displayName': 'Betoret, E'}], 'editors': [{'displayName': 'Betoret, N'}, {'displayName': 'Betoret, E'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=BCI:BCI202200025728&DestLinkType=FullRecord&DestApp=BCI'},"[{'db': 'WOK', 'count': 0}]",{'isbn': '978-0-12-818293-2(H)'},{'authorKeywords': []}
BCI:BCI202200111921,Rediscovery of Genetic and Genomic Resources for Future Food Security,['Book'],['Book'],"{'publishYear': 2020, 'pages': {}}","{'bookEditors': [{'displayName': 'Salgotra, RK'}, {'displayName': 'Zargar, SM'}], 'editors': [{'displayName': 'Salgotra, RK'}, {'displayName': 'Zargar, SM'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=BCI:BCI202200111921&DestLinkType=FullRecord&DestApp=BCI'},"[{'db': 'WOK', 'count': 0}]","{'doi': '10.1007/978-981-15-0156-2', 'isbn': '978-981-15-0155-5(H)'}",{'authorKeywords': []}
BCI:BCI202200045225,Community and Climate Resilience in the Semi-Arid Tropics:A Journey of Innovation,['Book'],['Book'],"{'publishYear': 2020, 'pages': {}}","{'bookEditors': [{'displayName': 'Wani, SP'}, {'displayName': 'Raju, KV'}], 'editors': [{'displayName': 'Wani, SP'}, {'displayName': 'Raju, KV'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=BCI:BCI202200045225&DestLinkType=FullRecord&DestApp=BCI'},"[{'db': 'WOK', 'count': 0}]","{'doi': '10.1007/978-3-030-29918-7', 'isbn': '978-3-030-29917-0(H)'}",{'authorKeywords': []}
BCI:BCI202100905200,Ecological Justice and the Extinction Crisis:Giving Living Beings their Due,['Book'],['Book'],"{'publishYear': 2020, 'pages': {}}","{'authors': [{'displayName': 'Wienhues, A'}], 'books': [{'displayName': 'Wienhues, A'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=BCI:BCI202100905200&DestLinkType=FullRecord&DestApp=BCI'},"[{'db': 'WOK', 'count': 0}]",{'isbn': '978-1-5292-0851-1(H)'},{'authorKeywords': []}
BCI:BCI202200046291,Deficit Irrigation:A Remedy for Water Scarcity,['Book'],['Book'],"{'publishYear': 2020, 'pages': {}}","{'authors': [{'displayName': 'Ouda, S'}, {'displayName': 'Zohry, AE'}, {'displayName': 'Noreldin, T'}], 'books': [{'displayName': 'Ouda, S'}, {'displayName': 'Zohry, AE'}, {'displayName': 'Noreldin, T'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=BCI:BCI202200046291&DestLinkType=FullRecord&DestApp=BCI'},"[{'db': 'WOK', 'count': 0}]","{'doi': '10.1007/978-3-030-35586-9', 'isbn': '978-3-030-35585-2(H)'}",{'authorKeywords': []}
ZOOREC:ZOOR00100000200,[Title unknown.],['Article'],['Article'],"{'sourceTitle': 'Journal fuer Ornithologie', 'publishYear': 1864, 'pages': {'range': 'Unpaginated-null', 'begin': 'Unpaginated'}}","{'authors': [{'displayName': 'Rosenberg, G. Von'}]}",{'record': 'https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=systematicreviewapplication&SrcAuth=WosAPI&KeyUT=ZOOREC:ZOOR00100000200&DestLinkType=FullRecord&DestApp=ZOOREC'},"[{'db': 'WOK', 'count': 0}]",{},{'authorKeywords': []}
