PMID,Title,Abstract,Year,Authors,Journal
40966247,Scrub typhus in Nan province (Thailand): Seventeen years of data to understand the impact of land cover change.,"Scrub typhus, caused by Orientia tsutsugamushi and transmitted by chigger mites (Leptotrombidium), is a major health problem in northern Thailand, particularly in Nan province. Land cover change, by altering the ecosystem, could affect the ecology of the vector and consequently the risk of scrub typhus transmission. This study investigated the impact of land cover changes on scrub typhus transmission in 2.5 km buffer zones around each village of Nan Province between 2003 and 2019. Using the open land cover data of the European Spatial Agency Climate Change Initiative (ESA CCI), we quantified land cover composition and land cover changes and integrated public health data on scrub typhus cases, as well as information on elevation, population, and slope. Generalized Additive Models were applied to assess the effects of land cover changes on annual scrub typhus cases. Scrub typhus cases increased significantly during the study period, peaking in 2012 and 2016, mainly in mountainous areas rather than in the Nan River valley. Land cover associated with cases included shrubland, mosaic land, broadleaf forest, and needleleaf forest. Cases increased with shrubland and mosaic land, displayed an inverted U-shaped relationship with broadleaf forest, and decreased with needleleaf forest. Key land cover change factors included shrubland transitions, population, and geographic interactions. Reforestation (from shrubland to broadleaf forest) showed an inverted U-shaped relationship with cases, whereas stable broadleaf forest and loss of shrubland to grassland became non-significant. Male population increased cases. This study highlights the importance of land cover changes in understanding disease transmission and suggests that landscapes disturbance may create optimal conditions for O. tsutsugamushi transmission. This is a novel regional-scale exploration of land cover impacts on scrub typhus in Thailand.",2025,Nolwenn Blache; Karine Chalvet-Monfray; Rawadee Kumlert; Soawapak Hinjoy; Serge Morand,PLoS neglected tropical diseases
40966207,"Climate change, urbanisation and transmission potential: Aedes aegypti mosquito projections forecast future arboviral disease hotspots in Brazil.","Climate change and urban expansion pose significant challenges to controlling Aedes aegypti mosquito populations, a primary vector of arboviruses such as dengue, Zika, and chikungunya. This study aims assess how climate and anthropogenic factors will jointly shape Ae. aegypti densities in Brazil, which is crucial to forecasting transmission risks and informing public health strategies. This study combined a biologically informed, stage-structured delay-differential equation model with climate and anthropogenic data. Climate projections from the Coupled Model Intercomparison Project Phase 6 under different Shared Socioeconomic Pathways (SSPs) were used to forecast future climate scenarios from 2024 to 2080. Boosted Regression Trees integrated anthropogenic factors like urbanisation, population growth, and urban accessibility. Model outputs were validated with entomological surveillance data, and the basic reproductive number for dengue fever was used to assess changes in disease transmission potential. Our findings predicted that Ae. aegypti mosquito density will increase nationally, but unevenly, exceeding thermal limits in North Brazil while rising substantially in the South and Southeast. Increases in density were particularly pronounced under high greenhouse gas emission scenario SSP5-8.5 (up to 92% in the Southeast). These trends were projected to elevate the transmission potential for dengue fever, with Southeast Brazil facing the biggest increases due to mosquito population growth outpacing human population expansion. Validation against historical data confirmed model robustness. By directly linking mosquito abundance to SSP-specific emissions trajectories, our results show that climate mitigation can markedly reduce disease risk. Shifting from SSP5-8.5 to SSP1-2.6 could cut projected mosquito density increases from 31% to 11% nationally by 2080. The model's spatial granularity and integration of local administrative boundaries support its utility for national and sub-national health planning. Addressing compounded risks in vulnerable peri-urban and rural populations will require coordinated interventions that span climate policy, vector control, and health equity.",2025,Katherine Heath; Lincoln Muniz Alves; Michael B Bonsall,PLoS neglected tropical diseases
40966054,Planetary Health in Health Professions Education: A Review of Institutional Websites.,"Climate change is a public health crisis that health care professionals must be prepared to address. Academic programs for health professions have an opportunity to express commitment to addressing planetary health through website content. The purpose of this article is to describe how nursing and other health care education programs acknowledge planetary health on their websites. Nine website metrics were evaluated for top programs across 14 unique health care professions. Seventy university websites were reviewed. Nursing programs are most likely to share information about climate-related courses on their websites, but minimally include other metrics. Inclusion of website metrics for other health care professions varied greatly. Nurses are positioned to be leaders in planetary health. Without clear prioritization from institutions of higher learning, there remains a gap between patient needs and health care professionals' knowledge. Intentionally expressing a commitment to planetary health on websites can attract students who prioritize the issue, increasing the impact nurses and other health care professionals can have on planetary health.",2025,Heide Cygan; Aditi Jarayam; Andrew N Garman; Santosh Basapur,Nurse educator
40966010,Soil Microbiota From Warmer and Drier Grasslands Are More Vulnerable to Drought Stress.,"The stability of soil microbial communities under drought stress is critical for sustaining ecosystem function in a changing climate. However, it remains unclear whether long-term exposure to arid environments strengthens microbial drought resistance through adaptation, or instead diminishes it by reducing diversity and shifting functional redundancy. To address this, we sampled soil microbiota (including bacteria, fungi, and protists) communities along a 3600-km aridity and temperature gradient in Chinese grasslands, and assessed their compositional resistance to experimental drought. We found that microbiota drought resistance decreased with increasing aridity and temperature, particularly for bacteria and protists. This reduced resistance was attributed to declines in taxonomic diversity, larger microbiota body size, and compositional shifts toward oligotrophic taxa in drier regions. These findings suggest that structural shifts in soil communities associated with chronic arid climate may heighten vulnerability to acute drought events, potentially eroding ecosystem resistance as future climate extremes intensify.",2025,Xihang Yang; Yong Zhang; Xinyue Zhang; Yuting Wang; Xiang Liu; Mu Liu; Yao Xiao; Jihua Wu,Global change biology
40965905,Arctic Soil C and N Cycling Are Linked With Microbial Adaptations During Drought.,"Climate change increases the frequency and intensity of drought events, yet the mechanisms of microbe-mediated soil carbon (C) and nitrogen (N) cycling under drought are poorly understood. We conducted a microcosm experiment with a Greenlandic soil subjected to five levels of drought, reducing water content from 180% to 15% over the course of 3 weeks followed by rewetting, mimicking a natural drought event. We linked changes in microbial gene expression related to stress response as well as C and N cycling with greenhouse gas (GHG) emissions, extracellular enzyme activities, and soil C and N status. Maximum changes in gene expression occurred at intermediate levels of drought (80% water content), characterized by acclimation of microbial physiology to drought conditions, including production of osmolytes as well as cell wall and membrane modifications. This peak in gene expression changes marked a tipping point associated with a pronounced decline in microbial respiration as well as extracellular enzyme activities under more intense drought conditions. Interestingly, C-cycling gene expression correlated with soil dissolved organic nitrogen (DON), NH<sub>4</sub> <sup>+</sup>, NO<sub>3</sub> <sup>-</sup> and PO<sub>4</sub> <sup>3-</sup> contents. Moreover, N-cycling gene expression correlated with PO<sub>4</sub> <sup>3-</sup> contents and with the activity of laccases. These findings highlight linkages between microbial C, N, and P cycling because of stoichiometric constraints under drought. 24 h after rewetting, we found a shift in microbial expression of C usage genes towards more labile compounds, and an increase in genes related to anabolic activity and signaling, but no signatures of stress responses, suggesting that the microbial community had overcome rewetting-induced changes in osmotic pressure and allocated metabolic activity to growth. Overall, we show that microbial physiological drought responses and microbial resource usage related to C:N:P stoichiometry are key mechanisms of C and N cycling in the Arctic soil under drying and rewetting.",2025,Theis Thomsen; Morten Dencker Schostag; Anders Priemé; Jonathan Donhauser,Global change biology
40965706,Optimization and validation of a linear appraisal system for zoometric traits in dromedary camels.,"Linear appraisal scales focus on the qualitative assessment of specific traits along a standardized scale across animal populations. By minimizing errors and optimizing measurement procedures, these scales streamline resource allocation, saving time and costs for livestock managers and breeders, thereby facilitating informed breeding decisions and promoting genetic progress. A total of 130 adult, healthy dromedary camels (<i>Camelus dromedarius</i>) of the Canarian Camel breed were evaluated across three representative locations in Spain (Huelva, Almería, and Fuerteventura). The study aimed to optimize and validate a linear appraisal system (LAS) for assessing zoometric traits in dromedaries. Principal Component Analysis (PCA) revealed that none of the zoometric variables considered were discardable due to their ability to explain variability in the sample. However, some zoometric variables lacked statistically significant representation across one or more levels within the linear appraisal scale. Therefore, a proposal for optimizing the linear appraisal scale involves reducing the number of initially proposed linear categories for these variables. Correlation analysis revealed high internal consistency (Intraclass Correlation Coefficient (ICC) ≥ 0.7), confirming significant agreement between zoometric variability-based scales and linear appraisal traits, thus validating the LAS. Notably, interobserver reliability varied across zoometric traits, with lower agreement (ICC < 0.5) observed in apical body regions, which are more prone to movement during evaluation. Overall, our findings underscore the potential of LAS as a robust tool for zoometric evaluation in dromedary camels, aiding in the selection of superior individuals for breeding. In this context, the LAS provides a valuable framework to improve phenotypic characterization of dromedary camels, a livestock species of growing global interest due to its resilience to climate change and its longstanding role as a socio-economic cornerstone in arid and semi-arid production systems. The online version contains supplementary material available at 10.1007/s11250-025-04628-9.",2025,Carlos Iglesias Pastrana; Francisco Javier Navas González; Elena Ciani; José Manuel León Jurado; Juan Vicente Delgado Bermejo,Tropical animal health and production
40965677,"Polyaromatic hydrocarbons and trace metals in road-deposited soil, source apportionment, and risk analysis: evidence from the largest port city of Bangladesh.","This study assessed the concentration of 6 trace metals (Pb, Cd, Cr, Cu, Ni, and Fe) and 16 USEPA priority polyaromatic hydrocarbons (PAHs) in road-deposited soil in Chattogram, the largest port city of Bangladesh. The soil texture analysis conducted during this study revealed the presence of several soil types with variable quartz content. The basic nature and high electrical conductivity (EC) indicate high amount of dust deposition by the moving traffic, while low content of organic carbon indicate regular road construction can be prevalent in the studied area. The physicochemical characteristics did not affect the trace metal and PAH accumulation pattern. Among the metals studied, Pb pollution was observed to be moderate to high, whereas potential toxicity of PAHs' was significant. Both Chronic Daily Dose (CDD) and Hazard Quotient (HQ) values were higher for Fe especially in children associated with ingestion. Children's total cancer risk (TCR) was low from trace metals and also there was no significant health risk linked to PAHs for either adults or children. Petroleum was shown to be the primary source of PAHs using the Molecular Diagnostic Ratios (MDRs). Principal Component Analysis (PCA) highlighted several overlapping sources of trace metals and PAHs, including traffic emissions, industrial activities, and pyrogenic processes, indicating significant anthropogenic impacts. These findings underscore the necessity for pollution control actions to mitigate health and environmental vulnerabilities along the major roads.",2025,Md Samrat Mohay Menul Islam; Md Nure Alam Siddik; Md Ashraful Islam; Sharmin Ahmed Trisha; Mahbub Alam; Md Hasan Ali; Goutam Kumar Kundu; Suman Das; Saikat Das; Md Rezaul Karim; Dipankar Chakraborty; Sreebash Chandra Bhattacharjee; Barun Kanti Saha,Environmental geochemistry and health
40965675,The impact of air temperature on mortality in İstanbul.,"Climate change negatively impacts İstanbul as a Mediterranean city. The observed trends of air temperature over the last decades shows an overall increase in air temperature and extreme events. İstanbul is also at an increased risk of heat stress due to the effect of increasing urbanization. Reliable estimates of air temperature's health impacts in İstanbul are needed to understand the relationship between city's climate and health of its residents. This study examined the relationship between ambient temperatures and respiratory, cardiovascular, and total (non-accidental) mortality to reveal the health effects of ambient temperatures between 2007 and 2012 in İstanbul. A distributed lag non-linear model (DLNM) paired with a quasi-Poisson regression was employed to analyze the city-specific lag effects of temperature on mortality. The temperature-mortality associations were modeled using a period of up to 21 days (lag 0-20) to examine the delayed and non-linear effects of cold and hot temperatures after the day of exposure. The findings of this study showed that extreme cold temperatures have the highest relative risk for cardiovascular mortality and extreme hot temperatures have the highest relative risks on respiratory and total mortality. Extreme hot days (above 97.5th percentile) and extreme cold days (below 2.5th percentile) accounted for 1.9 (95% CI [CI], 0-7.5) and 9.0 (95% CI, 3.1-21.0) excess deaths for every 1000 cardiovascular deaths, respectively.",2025,Özkan Çapraz,International journal of biometeorology
40965414,Drought Intensity Shapes Soil Legacy Effects on Grassland Plant and Soil Microbial Communities and Their Responses to Future Drought.,"Drought can have long-lasting legacy effects on terrestrial ecosystems via persistent shifts in soil microbial community structure and function. Yet, the role drought intensity plays in the formation of soil-mediated drought legacies and in determining plant and microbial responses to subsequent droughts is unknown. Here, we evaluate how soil-mediated drought legacies shaped by the intensity of an initial drought event influence plant and microbial communities in the following year and their response to a subsequent experimental drought. We determined these responses in two model grassland communities with contrasting resource acquisition strategies. We found that the intensity of the initial (i.e., past) drought shaped the composition, network structure and functioning of soil microbial communities, with stronger effects on prokaryotes than fungi. Moreover, drought intensity determined soil-mediated legacy effects on plant responses to a subsequent drought: increasing past drought intensity decreased the drought resistance of the slow-strategy plant community and reduced productivity overshoot in the fast-strategy community after re-wetting. Our findings demonstrate that increasing drought intensity can lead to distinct legacies in soil microbial community composition and function with impacts on plant responses to future droughts.",2025,Natalie J Oram; Nadine Praeg; Richard D Bardgett; Fiona Brennan; Tancredi Caruso; Paul Illmer; Johannes Ingrisch; Michael Bahn,Global change biology
40965389,"The Role of Individual, Household, and Neighborhood-Level Factors in Eco-anxiety: Results From a Birth Cohort Study of Portuguese Adolescents.","Eco-anxiety, a growing concern among adolescents in climate-vulnerable regions like Portugal, requires a deeper understanding of its contributing factors to inform effective interventions. This study aimed to identify individual, household, and neighborhood-level factors associated with eco-anxiety among Portuguese adolescents. Data were collected in 2022-2023 from 1,188 participants aged 16-18 years in the Generation XXI birth cohort. Eco-anxiety was assessed using the Hogg Eco-Anxiety Scale. Using hierarchical regression models, we estimated associations with individual (e.g., gender, mental health), household (e.g., income), and neighbourhood-level variables (e.g., urbanicity, pollution). We analyzed data from 1,188 adolescents (55.8% female; median age: 17.0 years). The median overall eco-anxiety scale was 4.0 (interquartile range: 7.0). Being female was associated with higher odds of scoring at least 1 on the eco-anxiety scale (odds ratio [OR] = 2.62, 95% confidence interval [CI]: 1.62-4.23) and increased eco-anxiety scores (rate ratio [RR] = 1.15, 1.01-1.30). Elevated anxiety (RR = 1.02, 1.01-1.02), emotional and behavioral difficulties (OR = 1.10, 1.04-1.16), and engagement with environmental information sources (OR = 2.33, 1.57-3.44), particularly documentaries (RR = 1.26, 1.06-1.51), were linked to higher eco-anxiety. Lower household income was associated with higher eco-anxiety scores (RR = 0.94, 0.90-0.99), while maternal migration status reduced the odds of scoring at least 1 (OR = 0.38, 0.15-0.96). Residing in peri-urban areas reduced the odds of scoring at least 1 in the behavioral dimension compared to urban areas (OR = 0.47, 0.23-0.95). Eco-anxiety was associated with individual and household factors, and to a lesser degree, with neighborhood characteristics, suggesting that a multilayered approach may be useful in addressing this emerging health concern.",2025,Ana Isabel Ribeiro; Inês Morais Vilaça; Ana Henriques; Maria Pastor Valero; Alícia Matijasevich; Milton Severo; Henrique Barros,The Journal of adolescent health : official publication of the Society for Adolescent Medicine
40965193,The effect of temperature on phytoplankton physiology: a mesocosm and modeling study.,"Strategies that focus on reducing nutrient loading to freshwater lakes have historically been successful in improving water quality by curbing large phytoplankton blooms. However, as waters warm, little is known about the resultant phytoplankton physiology and ensuing perturbations in the food web that may occur. Here, we designed a mesocosm experiment to investigate the impact of warming water on phytoplankton physiology and further validate a previously developed, coarse-grained model that predicts the key aspects of phytoplankton physiology, including elemental stoichiometry and macromolecular allocation, across varying temperatures. We found that higher temperatures double the maximum cellular density (cells L<sup>-1</sup>) of phytoplankton, suggesting that high temperature stimulates cell division over maximizing carbon storage. Also, the cells in warmer waters dedicate fewer resources to proteins and RNA production, leading to higher fractions of carbon allocated to storage. This work illustrates the potential impact warming waters may have on the ecosystem, as higher fractions of carbohydrates are often associated with less nutritious food for higher trophic levels.IMPORTANCEWe take a novel approach to investigating the impact of warming on phytoplankton physiology by utilizing mesocosms and a coarse-grained cellular model. Previous work in this field tends to use idealized laboratory experiments, mesocosms, or models alone. By synthesizing model and mesocosm results, we test the model's ability to capture physiology in semi-natural environments. We conducted this experiment under phosphorus limitation and saw high cell densities in the heated, treatment tanks. Thus, warming waters may negate some successful management practices that curb eutrophication. With increased temperatures, we also observed increased N:P values in both the experimental and model results, which may be due to the combined effects of a lack of P storage, fewer enzymes required, and a corresponding decrease in RNA production. Our model predictions closely aligned to mesocosm observations, suggesting the capability of our model to represent lower trophic organisms in ecosystem models.",2025,Gabrielle Armin; Gergely Boros; Mariann Kis; Máté Burányi; Hajnalka Horváth; Krisztina Krassován; Takako Masuda; Gábor Bernát; Keisuke Inomura,Microbiology spectrum
40964903,An Integrated Community Disaster and Climate Resilience Model for rural communities in Zimbabwe.,"This study explores the importance of integrating disaster and climate resilience into Zimbabwe's rural communities, resulting ultimately in a model that reflects both their priorities and needs. The Integrated Community Disaster and Climate Resilience Model (ICDCRM) was developed by engaging with community members, traditional leaders, and disaster risk reduction and climate change practitioners using the constructivist grounded theory approach. A total of 33 participants shared views in focus-group discussions and semi-structured interviews-concurrent data collection and analysis were performed with the aid of Atlas.ti (2018) software. This study affirms that disaster and climate resilience strategies can be integrated into at-risk communities to enhance their responses to climate change and disasters. These phenomena pose interlinked risks; hence, strategies to prepare for and respond to them should be coherent and synergistic. The ICDCRM reveals that integrated disaster and climate resilience can create sustainable pathways to effective coordination of strategies and efficient management of risks.",2026,Louis Nyahunda; Livhuwani David Nemakonde; Sizwile Khoza,Disasters
40964880,Getting Real: How Intersectionality Challenges the 'One Size Fits All' Approach to Global Mental Health.,"This paper offers an intersectional perspective to enable inclusivity when addressing global mental health challenges, whilst also tackling social exclusion and vulnerability. Examples are given from purposefully selected countries to demonstrate the effectiveness of exploring issues through an intersectional approach. The authors conclude that a 'one size fits all' approach, when working towards universal mental health, is not the best approach and cannot provide a solution for all. They suggest the WHO, UN, governments and mental health agencies need to view global mental health differently to achieve alternative and better targeted solutions.",2025,Zaqia Rehman; Paul Illingworth,Journal of psychiatric and mental health nursing
40964772,Evidence for size-dependent cardiac oxygen supply in a fish.,"Gill oxygen uptake and cardiac oxygen supply have been proposed as key parameters governing size-dependent environmental resilience in fish. We investigated the allometry of arterial (PaO₂) and venous (PvO₂) oxygen partial pressures in rainbow trout (Oncorhynchus mykiss) across a large body mass range (282-3834 g, n=40) during acute warming (18-25°C), with or without hyperoxia (150% air saturation), and following exhaustive exercise. PaO₂ scaling exponents (b) were not significantly negative during warming, indicating no size-dependent limitation in gill oxygen uptake of resting fish. However, following exhaustive exercise at 25°C, PaO₂ declined significantly with body mass (b=-0.21), suggesting oxygen uptake may become limiting in larger individuals under combined thermal and physical stress. PvO₂ exhibited significant negative scaling with body mass at both 18°C and 25°C (b=-0.34 and -0.37), suggesting lower cardiac oxygen availability in larger fish. Hyperoxia mitigated the mass effect on PvO₂ - disproportionately benefiting larger fish - but loss of equilibrium occurred in several fish following exhaustive exercise regardless of oxygen treatment. The negative scaling of venous oxygenation with size highlights a novel mechanism that may constrain oxygen transport in large fish. Our results emphasize the need to account for size-dependent physiological vulnerability in conservation planning under climate change.",2025,Luis L Kuchenmüller; Andreas Ekström; Elizabeth C Hoots; Michael R Skeeles; Erik Sandblom; Timothy D Clark,The Journal of experimental biology
40964674,Tobacco intercropping enhances soil fertility by improving synergic interactions between soil physicochemical and microbial properties.,"Intercropping tobacco with other crops has been shown to upregulate soil health by fostering synergistic interactions between physicochemical and microbial properties. This study aims to evaluate the impact of intercropping on physicochemical attributes, rhizospheric microbial community, and functional dynamics of soil cultivated with tobacco plants. A field experiment was comprised with five treatments, such as tobacco monoculture (TT), soybean monoculture (SS), maize monoculture (MM), tobacco-soybean intercropping (TS), and tobacco-maize intercropping (TM). Soil nutrients observed, while bacterial and fungal community profiles were assessed through high-throughput sequencing targeting the 16S rDNA and ITS hypervariable regions. Microbial interactions and network resilience were assessed through co-occurrence network analysis. Intercropping significantly improved the soil nutrient properties. Compared with tobacco monoculture (TT), the tobacco-soybean intercropping (TS) treatment enhanced cation exchange capacity (CEC), total nitrogen (TN), available phosphorus (AP), and available potassium (AK) by 13.9, 13.9, 43.8, and 129.1%, respectively. Tobacco-maize intercropping (TM) enhanced CEC (26.7%) and AK (9.7%). Both intercropping models significantly increased bacterial species richness in tobacco soil, whereas fungal diversity was more pronounced under monoculture conditions. Intercropping favored the proliferation of <i>Proteobacteria</i> and <i>Basidiomycota,</i> while concurrently suppressing <i>Ascomycota</i>. Tobacco-maize intercropping specifically augmented nitrifying bacteria and <i>Actinobacteria</i>, while tobacco-soybean intercropping predominantly facilitated the recruitment of symbiotic fungi. Intercropping intensified microbial network complexity and modularity, upregulate ecosystem resilience to disturbances. Mantel analysis indicated that the bacterial community structure was primarily influenced by soil pH, whereas fungal communities exhibited strong combinations with available potassium and phosphorus. Intercropping systems substantially improved soil ecological functionality by modulating microbial community composition and nutrient dynamics. Tobacco-maize intercropping reinforced soil ecosystem stability through enrichment of functional microorganisms and optimization of community architecture, while tobacco-soybean intercropping leveraged nitrogen fixation by legumes to augment nitrogen availability and facilitate the establishment of nitrogen-cycling microbes, demonstrating superior efficacy in enhancing soil fertility. These findings suggest that tobacco intercropping can be sustainable agricultural strategy to maintain soil health and productivity in the era of climate change.",2025,Kaiyuan Gu; Xianglu Liu; Ming Liu; Xu Wei; Juan Li; Yanxia Hu; Yonglei Jiang; Yi Chen; Dexun Wang; Yanming Yang; Jiaen Su; Longchang Wang,Frontiers in microbiology
40964626,Vulnerability of a Small Population of an Arboreal Mammal to Landscape Change Associated With a New Motorway and Drought.,"Small populations are vulnerable to extinction due to extrinsic factors such as increasing levels of habitat disturbance and isolation, as well as environmental variation. We investigated the response of a small population of a nationally threatened Australian arboreal mammal, the yellow-bellied glider (<i>Petaurus australis</i>; 560 g), to the construction of a new motorway, which increased isolation of this population. We contrasted the small population with two larger populations in conservation reserves in the broader region. We conducted surveys in 6 of 10 years at 92 sites across the three forest areas to describe changes in population occupancy. A severe drought occurred in year 6 of our study. The probability of occupancy in year 1 was lower (0.22) in the small population compared to the larger reserve populations (0.52). The drought had a profound influence on all populations, with lower detection leading into the drought, before detection recovered to pre-drought levels in the reserves. Additional survey effort using audio-recorders was employed to detect individuals in the small population of this highly vocal species, but none were detected 4 years after the drought, suggesting local extinction had occurred. Whilst motorway construction increased population isolation, it appears the drought was probably the most consequential factor given its adverse influence on all populations. The three forest areas also contained the coastal sugar glider (<i>Petaurus breviceps</i>; 100 g), which has much larger population sizes (~28 times larger in the small population area) and a higher reproductive rate compared to the yellow-bellied glider. Its probability of occupancy (> 0.6) did not differ among the three populations and was unaffected by the drought. The contrasting response in the two species highlights the importance of life history traits when populations are fragmented.",2025,Ross L Goldingay; Brendan D Taylor; Luke Andrews; David Rohweder,Ecology and evolution
40964211,"Economic burden, health burden and predictive analysis of diabetes attributed to non-optimal temperature in global from 1990 to 2030.","This study investigated the impact of epidemiological and demographic Changes on the health and economic burdens of type 1 diabetes mellitus (T1DM) and type 2 diabetes mellitus (T2DM) attributed to non-optimal temperature. Mortality data were from the 2021 Global Burden of Disease (GBD) database, while economic data were sourced from multiple databases. The study analyzed global and regional trends in diabetes deaths, mortality rates, and years of life lost (YLL) due to non-optimal temperatures from 1990 to 2021, considering factors such as the Socio-demographic Index (SDI), gender, region, and age. The economic impact was assessed using YLL and labor market indicators in the 50 most populous countries. In 2021, 102,872 T2DM deaths globally were attributed to non-optimal temperatures, with low-temperature ASMR 1.61 times higher than high-temperature ASMR. From 1990 to 2021, Age-Standardized Mortality Rate(ASMR) for T2DM attributed to high and low temperatures increased significantly (84.17% and 24.06%) in low-to-middle SDI regions. Older adults had the highest mortality rate, and males faced higher risks than females. ASMR peaked at an SDI of 0.48 and decreased with increasing SDI. From 2022 to 2030, the female ASMR from T2DM attributed to non-optimal temperatures is projected to rise by 26.54% in Pakistan and 42.61% in Nepal. Low temperatures remain a major mortality driver, with elderly males and low-SDI populations most at risk. Targeting young males with preventive measures can reduce future mortality. Countries with large populations and low SDI should prioritize temperature interventions to address climate change. The online version contains supplementary material available at 10.1007/s40200-025-01717-2.",2025,Xudong Li; Yajie Wang; Tiancheng Zhang; Weiqing Rang; Yan Liu,Journal of diabetes and metabolic disorders
40964027,Effects of Environmental Agents of Denudation on Wetlands - A Tobit Regression Model Analysis.,"Wetlands are vital ecosystems that play critical roles in biodiversity conservation, water purification, and climate regulation. However, they are increasingly vulnerable to environmental agents of denudation such as erosion, deforestation, and land-use change. Researchers have established the relationship between environmental agents, water-holding bodies, and hydrological cycle. It is imperative to state that this study intends to provide a quantitative comparison. Thus, this study employs a Tobit regression model to examine the effects of these agents on wetland size, using data from 51,885 observations and accounting for the censored nature of the wetland extent variable (Wetlevel). The model results indicate that several environmental factors significantly affect wetland size. Specifically, vegetation cover, soil moisture, and conservation efforts (erosion severity, conservation program presence, land cover heterogeneity) are positively associated with larger wetlands, while deforestation (deforestation rate) and erosion index exhibit strong negative association. Notably, erosion index had one of the most substantial negative coefficients (-0.00100, p < 0.01), confirming it is a major driver of wetland loss. The model also found that climatic variables (rainfall, temperature variability, elevation, distance to urban center) and socio-economic indicators (farming intensity, population density, land use pressure index) significantly influence wetland dynamics. The Tobit model's fit statistics (AIC/N = 2.689; ANOVA-based fit = 0.0159) affirm its suitability for modeling censored ecological data. These findings highlight the urgent need for integrated environmental management strategies targeting erosion control, forest conservation, and sustainable land use to protect and restore wetlands.",2025,Abass Adeniyi Gazal; Carol J Miller,Research square
40963846,"Projected Distributions of Two Key Vectors of Lumpy Skin Disease, <i>Aedes aegypti</i> and <i>Stomoxys calcitrans</i>, Under Climate Change.","Lumpy skin disease (LSD), a severe transboundary disease of cattle, has caused substantial economic losses worldwide. Its transmission involves multiple vector species, among which <i>Aedes aegypti</i> and <i>Stomoxys calcitrans</i> are recognized as important contributors due to their broad distribution and ecological adaptability. Modeling the global distribution of the two key vectors is essential for anticipating their potential range expansion under climate change, thereby providing a scientific basis for developing targeted surveillance and control strategies for LSD. Our ensemble models revealed distinct environmental drivers and distributional responses for <i>A. aegypti</i> and <i>S. calcitrans</i>. The distribution of <i>A. aegypti</i> was predicted to be primarily influenced by urban land cover as well as temperature-related variables, especially the mean temperature of the wettest quarter (Bio8) and the mean temperature of the driest quarter (Bio9). In contrast, <i>S. calcitrans</i> was strongly driven by managed pasture coverage and precipitation seasonality, indicating its reliance on livestock-associated habitats and stable moisture conditions. Under future climate scenarios, <i>A. aegypti</i> showed a pronounced potential for expansion into higher latitudes, while <i>S. calcitrans</i> exhibited range shifts toward temperate regions. Taking the 2050s (SSP1-2.6) as an example, the percentage gain for <i>A. aegypti</i> reached 96.2%, while for <i>S. calcitrans</i>, the percentage gain reached 43.98%. Our findings highlight the importance of multiple vector assessments in predicting LSD risk under climate change. Distinct habitat shifts of <i>A. aegypti</i> and <i>S. calcitrans</i> indicate the need for differentiated control strategies in different regions.",2025,Li Li; Zhulin Zhang; Haoyu Ran; Mingwei Xing; Boyang Liu,Transboundary and emerging diseases
40963829,Applications of CRISPR/Cas tools in improving stress tolerance in <i>Brassica</i> crops.,"<i>Brassica</i> species, which include economically important <i>Brassica</i> crops grown around the globe, are important as popular vegetables, forage, and oilseed crops, supplying food for humans and animals. Despite their importance, these crops face increasing challenges from biotic and abiotic stresses, exacerbated by climate change and the evolving threat of crop pathogens. Enhancing crop resilience against these stresses has become a key priority to ensure stable crop production. Recent advancements in genomic studies on <i>Brassica</i> crops and their pathogens have facilitated the deployment of CRISPR/Cas systems in breeding major <i>Brassica</i> crops. This review highlights recent progress in CRISPR/Cas-based gene editing technologies to improve resistance to pathogens and enhance tolerance to drought, salinity, and extreme temperatures. It also summarises the molecular mechanisms underlying crop responses to these stresses. Furthermore, the review discusses the workflow for employing the CRISPR/Cas system to boost stress tolerance and resistance, outlines the associated challenges, and explores prospects based on gene editing research in <i>Brassica</i> species.",2025,Linh Bao Ton; Zuhra Qayyum; Junrey Amas; William J W Thomas; David Edwards; Jacqueline Batley; Aria Dolatabadian,Frontiers in plant science
